ClienteID,NombreCliente,Edad,Ciudad,ProductoID,NombreProducto,CategoríaProducto,FechaCompra,Cantidad,PrecioUnitario
C00231,Lic. Sessa Mota,81,San Rolando de la Montaña,P086,Naproxeno,Analgésico,22/12/2024,1,183
C00232,Isabela Ceballos Rangel,69,San Patricio los bajos,P014,Lansoprazol,Antiácido,29/08/2024,2,85.31
C00233,Salvador Briseño Galarza,72,San Arcelia los altos,P206,Pioglitazona,Antidiabético,05/04/2025,2,14.19
C00234,Amador Quesada Arredondo,42,San Salma los altos,P131,Magnesio,Suplemento,04/07/2024,3,56.48
C00235,Adán Piña,26,San Ilse de la Montaña,P021,Pioglitazona,Antidiabético,03/09/2024,1,134.32
C00236,Amador Pichardo Galarza,28,Vieja Timor-Leste,P076,Ibuprofeno,Analgésico,25/02/2025,5,154.71
C00237,Eva Maximiliano Sosa Chacón,48,San Blanca los bajos,P328,Ciprofloxacino,Antibiótico,02/09/2024,3,99.98
C00238,Judith Fajardo Romero,49,San Mauro de la Montaña,P241,Magnesio,Suplemento,05/09/2024,3,89.57
C00239,Adriana Citlali Garibay Quintanilla,76,Vieja Maldivas,P269,Amoxicilina,Antibiótico,23/07/2024,5,129.64
C00240,Leonor Ruby Pichardo Villagómez,55,San Hugo los altos,P070,Vitamina C,Suplemento,18/02/2025,5,97.49
C00241,Leonardo Laura Alba,18,San Iván los bajos,P122,Vitamina D,Suplemento,20/08/2024,3,151.24
C00242,Pascual Noelia Tejada,71,San Ramiro de la Montaña,P328,Naproxeno,Analgésico,06/02/2025,5,124.35
C00243,Carolina Barajas,67,San Bruno los bajos,P460,Loratadina,Antihistamínico,14/09/2024,3,72.55
C00244,Caridad Ceballos Jimínez,77,Vieja Guyana,P104,Desloratadina,Antihistamínico,30/03/2025,4,53.25
C00245,Óscar Sanches Becerra,42,Nueva República Democrática del Congo,P159,Paracetamol,Analgésico,05/01/2025,3,197.33
C00246,Lic. Citlali Torres,43,Nueva Belice,P333,Loratadina,Antihistamínico,21/10/2024,3,146.9
C00247,Estela Cedillo,71,Vieja Barbados,P404,Lansoprazol,Antiácido,28/05/2025,3,60.48
C00248,Felipe Natividad Cisneros Escamilla,21,Vieja Sudáfrica,P248,Pantoprazol,Antiácido,14/06/2024,1,135.87
C00249,Leonel Mesa Jurado,65,Nueva Botswana,P203,Ranitidina,Antiácido,14/03/2025,3,161.95
C00250,Luis Manuel Cordero,35,San Aldo de la Montaña,P340,Ciprofloxacino,Antibiótico,05/07/2024,3,135.43
C00251,Lic. Alfredo Medrano,74,Vieja Luxemburgo,P156,Fexofenadina,Antihistamínico,05/04/2025,3,23.87
C00252,Adela Ybarra Guerrero,49,San Martha de la Montaña,P342,Sitagliptina,Antidiabético,22/01/2025,4,78.69
C00253,Arturo Tórrez,70,Nueva Afganistán,P482,Ranitidina,Antiácido,02/01/2025,3,157.68
C00254,Estefanía Cabrera Echeverría,88,Vieja República Checa,P430,Pioglitazona,Antidiabético,25/09/2024,3,158.87
C00255,Margarita Gabriela de la Garza,46,San Ruby de la Montaña,P076,Ranitidina,Antiácido,08/04/2025,1,41.49
C00256,Inés Olvera,40,Vieja Bolivia,P429,Ibuprofeno,Analgésico,24/11/2024,2,24.37
C00257,Rafaél Ávalos Alcala,77,Nueva Malasia,P220,Cetirizina,Antihistamínico,18/02/2025,2,172.7
C00258,Lic. Paola Olivas,41,San Wilfrido los bajos,P200,Loratadina,Antihistamínico,30/03/2025,2,193.06
C00259,Rebeca Horacio Ortega,82,San Ramón los bajos,P094,Cetirizina,Antihistamínico,10/04/2025,3,149.71
C00260,Óscar María del Carmen Galindo,39,Vieja Jordania,P208,Ciprofloxacino,Antibiótico,09/07/2024,3,200
C00261,José Granados,27,San Mónica los bajos,P297,Loratadina,Antihistamínico,22/03/2025,5,81.13
C00262,Adela Itzel Rivas,56,Nueva Singapur,P276,Loratadina,Antihistamínico,19/07/2024,4,75.46
C00263,Dr. Graciela Barragán,46,San Alicia de la Montaña,P330,Cefalexina,Antibiótico,12/09/2024,5,26.9
C00264,Magdalena Josefina Tejada Ferrer,83,San Ernesto los altos,P290,Vitamina D,Suplemento,30/08/2024,4,119.22
C00265,Lic. Bernardo Carbajal,87,Nueva Eritrea,P363,Metformina,Antidiabético,08/03/2025,1,90.23
C00266,Leonor Rosalia Quiroz,83,San Josefina los bajos,P494,Ranitidina,Antiácido,01/10/2024,4,41.41
C00267,Úrsula Inés Echeverría,48,Nueva Chipre,P479,Loratadina,Antihistamínico,09/06/2024,3,175.03
C00268,José Manuél Castro Zamora,34,Vieja Túnez,P015,Ciprofloxacino,Antibiótico,28/10/2024,2,56.98
C00269,Mariana Saucedo,85,Nueva Trinidad y Tabago,P093,Omeprazol,Antiácido,21/05/2025,4,92.24
C00270,Lic. David Ramón,73,Vieja Rumania,P293,Sitagliptina,Antidiabético,07/04/2025,3,95.22
C00271,Guillermina Sessa Abrego Roldán,76,Nueva Burkina Faso,P049,Diclofenaco,Analgésico,01/03/2025,1,83.42
C00272,Fabiola Reséndez Cisneros,85,Vieja Polonia,P355,Omeprazol,Antiácido,17/02/2025,4,41.19
C00273,Alfonso Aguilar Padrón,39,Nueva Gambia,P100,Calcio,Suplemento,11/01/2025,2,102.94
C00274,Irene Gutiérrez Tamez,41,Vieja Túnez,P108,Paracetamol,Analgésico,05/11/2024,5,199.06
C00275,José Eduardo Zoé Valverde,66,San Yeni los altos,P412,Pioglitazona,Antidiabético,10/12/2024,5,130.65
C00276,Clemente Uriel León,30,San Benjamín de la Montaña,P349,Glibenclamida,Antidiabético,29/11/2024,4,138.03
C00277,Raúl Castañeda Benítez,69,San Frida los bajos,P205,Desloratadina,Antihistamínico,02/09/2024,2,28.7
C00278,Ruby Adán Jaramillo,53,San Augusto los bajos,P204,Naproxeno,Analgésico,20/12/2024,5,103.56
C00279,Jonás Armas,81,San Perla de la Montaña,P196,Diclofenaco,Analgésico,08/09/2024,3,88.77
C00280,Ing. Rebeca Mascareñas,31,Nueva Papua Nueva Guinea,P128,Sitagliptina,Antidiabético,12/09/2024,2,60.16
C00281,Dr. Esmeralda Moreno,41,Vieja Hungría,P192,Metformina,Antidiabético,10/03/2025,2,20.59
C00282,Rosalia Muñiz,75,San Reina de la Montaña,P275,Fexofenadina,Antihistamínico,19/08/2024,1,12.75
C00283,Emilio Elvira Caballero,58,Vieja San Marino,P148,Ciprofloxacino,Antibiótico,28/07/2024,4,151.91
C00284,Dr. Silvia Aragón,36,San Arcelia los bajos,P088,Sitagliptina,Antidiabético,26/07/2024,3,131.3
C00285,Ignacio Cynthia Urrutia Madrid,19,Vieja Camerún,P488,Vitamina D,Suplemento,04/11/2024,4,121.46
C00286,Dr. María Nájera,80,Nueva Myanmar,P184,Ranitidina,Antiácido,30/04/2025,2,117.12
C00287,Ing. Agustín Coronado,66,San Úrsula los bajos,P301,Pioglitazona,Antidiabético,19/03/2025,1,188.13
C00288,Lic. Tania Fajardo,32,San Ángel los altos,P226,Ciprofloxacino,Antibiótico,15/01/2025,1,119.05
C00289,Conchita Galarza,40,San Antonio los altos,P170,Glibenclamida,Antidiabético,14/05/2025,4,180.87
C00290,María Cristina Concepción Porras Hernandes,76,San Eduardo de la Montaña,P477,Magnesio,Suplemento,05/06/2025,4,168.4
C00291,Margarita Karla Barrios,58,Nueva Lituania,P028,Metformina,Antidiabético,23/01/2025,3,131.73
C00292,Sr(a). Mauro Villanueva,83,San Antonia los altos,P081,Glibenclamida,Antidiabético,05/09/2024,5,175.23
C00293,Lucía Noelia Malave Ávila,50,Vieja Malawi,P374,Pantoprazol,Antiácido,13/01/2025,4,18.36
C00294,Raúl Madera,41,Vieja Federación de Rusia,P169,Pioglitazona,Antidiabético,06/09/2024,1,113.93
C00295,Rubén Yuridia Valverde Morales,68,San Lucía los bajos,P271,Ibuprofeno,Analgésico,15/01/2025,2,152.41
C00296,Benjamín Montalvo Guerrero,53,Vieja Comoras,P382,Ranitidina,Antiácido,19/04/2025,1,147.24
C00297,Renato Eva Ojeda,58,Vieja Venezuela,P047,Sitagliptina,Antidiabético,06/05/2025,1,139.11
C00298,Concepción Cervántez Téllez,65,San Georgina los bajos,P447,Vitamina D,Suplemento,21/06/2024,3,148.76
C00299,Renato Pichardo,57,Nueva Nueva Zelandia,P385,Vitamina C,Suplemento,10/05/2025,4,95.3
C00300,Rocío Alcántar Toro,50,San Reynaldo los bajos,P340,Pioglitazona,Antidiabético,30/06/2024,3,88.62
C00301,Indira Norma Estévez,61,Nueva Reino Unido de Gran Bretaña e Irlanda del Norte,P335,Cetirizina,Antihistamínico,18/09/2024,1,175.14
C00302,Cornelio Fidel Valles Olivas,51,Nueva Zimbabwe,P337,Metformina,Antidiabético,07/05/2025,4,30.78
C00303,Lic. Alonso Garibay,86,San Eloy los altos,P190,Amoxicilina,Antibiótico,31/12/2024,3,150.05
C00304,María Teresa Leiva,22,Nueva Zimbabwe,P220,Metformina,Antidiabético,27/07/2024,2,180.72
C00305,Arturo Ferrer Altamirano,87,San Augusto los bajos,P312,Magnesio,Suplemento,01/02/2025,3,139.92
C00306,Eva Herrera Cortez,48,San Estela los bajos,P442,Desloratadina,Antihistamínico,23/04/2025,4,114.97
C00307,Ignacio Arcelia Narváez Naranjo,32,Vieja Turkmenistán,P133,Cefalexina,Antibiótico,11/10/2024,4,189.54
C00308,Alfonso Gabriela Pedraza,60,Vieja Filipinas,P065,Ibuprofeno,Analgésico,23/04/2025,2,181.99
C00309,Patricio Esquibel Mejía,36,San Georgina los altos,P211,Magnesio,Suplemento,16/05/2025,4,11.97
C00310,Juan Carlos Barrios,30,San Julia los altos,P040,Vitamina D,Suplemento,21/08/2024,2,136.56
C00311,Leonor Emiliano Lerma,83,Vieja Bélgica,P342,Ibuprofeno,Analgésico,11/07/2024,3,13.81
C00312,Amanda Rentería Zaragoza,89,San Graciela de la Montaña,P125,Ibuprofeno,Analgésico,03/08/2024,5,112.95
C00313,Esteban Mitzy Bermúdez,51,Nueva Gabón,P425,Fexofenadina,Antihistamínico,01/08/2024,5,170.37
C00314,Gloria Cuellar,85,Nueva Swazilandia,P037,Vitamina D,Suplemento,17/08/2024,2,191.06
C00315,Sofía Óliver Orosco,56,San Elsa los altos,P407,Ranitidina,Antiácido,14/11/2024,2,168.25
C00316,Salma Lilia Candelaria Abreu,76,Vieja Reino Unido de Gran Bretaña e Irlanda del Norte,P326,Cetirizina,Antihistamínico,27/08/2024,3,118.15
C00317,Sr(a). Cynthia Durán,30,San Karina de la Montaña,P432,Ranitidina,Antiácido,13/11/2024,2,32.25
C00318,Ramón Isabela Heredia Montero,23,Nueva Namibia,P128,Magnesio,Suplemento,22/03/2025,1,185.75
C00319,Zacarías María Eugenia Treviño,70,San Barbara los altos,P492,Loratadina,Antihistamínico,17/08/2024,2,23.88
C00320,Alicia Tovar,70,San Adriana de la Montaña,P017,Glibenclamida,Antidiabético,01/05/2025,5,43.66
C00321,Javier Patricia Vargas Valentín,63,San Luis Miguel los bajos,P384,Glibenclamida,Antidiabético,31/08/2024,3,90.27
C00322,Fidel Pilar Hidalgo,30,San Antonio los altos,P118,Metformina,Antidiabético,14/04/2025,3,101.81
C00323,Ángel Lorena Vásquez,76,Nueva Bhután,P348,Vitamina C,Suplemento,11/04/2025,2,46.67
C00324,Mauro Armas,42,Nueva Pakistán,P182,Lansoprazol,Antiácido,17/03/2025,3,155.66
C00325,Víctor Homero Marín Cabrera,73,Nueva Uzbekistán,P204,Azitromicina,Antibiótico,20/10/2024,3,110.11
C00326,Antonio Francisca Alcaraz Bravo,24,Nueva República Federal Democrática de Nepal,P191,Ciprofloxacino,Antibiótico,25/07/2024,3,98.26
C00327,Amador Leonardo Olivo Ballesteros,81,Vieja Nigeria,P233,Pioglitazona,Antidiabético,12/06/2024,5,157.46
C00328,Esmeralda Concepción Garay,71,San Javier los bajos,P368,Metformina,Antidiabético,05/01/2025,2,149.22
C00329,Gilberto Uriel Luevano Saldaña,89,Nueva Filipinas,P162,Pantoprazol,Antiácido,18/02/2025,3,194.89
C00330,Ernesto Ramón,74,Nueva Burundi,P250,Pantoprazol,Antiácido,06/04/2025,1,18.38
C00331,Lourdes Ureña,38,Vieja Perú,P183,Lansoprazol,Antiácido,07/01/2025,5,17.62
C00332,Omar Sierra,65,Nueva Camboya,P392,Pantoprazol,Antiácido,15/07/2024,1,144.67
C00333,Ing. Sofía Aguirre,24,Vieja Panamá,P255,Cefalexina,Antibiótico,07/12/2024,2,183.51
C00334,Mtro. Soledad Hernádez,82,Nueva Saint Kitts y Nevis,P491,Azitromicina,Antibiótico,15/08/2024,4,197
C00335,Caridad Irizarry Arguello,39,San Ramiro los altos,P048,Pioglitazona,Antidiabético,24/04/2025,5,83.65
C00336,Beatriz Robledo,85,San Abraham los bajos,P144,Metformina,Antidiabético,26/10/2024,1,88.84
C00337,Jaime Toro,23,San Pedro los altos,P129,Diclofenaco,Analgésico,14/09/2024,2,90.05
C00338,Leticia de León Avilés,20,San Andrea de la Montaña,P341,Ranitidina,Antiácido,24/10/2024,5,86.42
C00339,Silvano Montero Posada,27,Vieja Papua Nueva Guinea,P227,Pantoprazol,Antiácido,28/11/2024,3,22.27
C00340,Hilda Hilda Zarate,56,Vieja China,P290,Omeprazol,Antiácido,27/03/2025,4,179.38
C00341,Agustín Benjamín Espinoza,58,San Cristina los bajos,P353,Calcio,Suplemento,09/01/2025,4,194.53
C00342,Ing. Trinidad de la Garza,78,Vieja Noruega,P064,Ciprofloxacino,Antibiótico,10/09/2024,2,72.03
C00343,Luis Miguel Oswaldo Cordero,67,San Jacinto de la Montaña,P298,Magnesio,Suplemento,02/03/2025,1,56.2
C00344,Mtro. Aurora Quiroz,60,Vieja Tayikistán,P494,Ranitidina,Antiácido,01/07/2024,1,173.26
C00345,Sr(a). Itzel Macías,50,San Carla los altos,P374,Paracetamol,Analgésico,06/03/2025,1,137.59
C00346,María Sara Moya Carbajal,52,San Rafaél los bajos,P319,Amoxicilina,Antibiótico,25/02/2025,3,55.6
C00347,Ing. Guillermo Sevilla,72,San Rufino de la Montaña,P450,Desloratadina,Antihistamínico,30/12/2024,4,131.21
C00348,Diego Vélez Bravo,77,San Timoteo los bajos,P343,Sitagliptina,Antidiabético,13/10/2024,2,99.59
C00349,Víctor Susana Iglesias Menchaca,70,San Alicia los bajos,P144,Cetirizina,Antihistamínico,12/03/2025,1,115.11
C00350,Angélica Huerta Montaño,75,San Tania los bajos,P475,Vitamina D,Suplemento,04/12/2024,2,175.28
C00351,Berta Mateo Delgadillo,66,San Patricia de la Montaña,P357,Paracetamol,Analgésico,10/07/2024,2,86.39
C00352,Renato Zeferino Posada,88,Nueva Belarús,P462,Amoxicilina,Antibiótico,07/09/2024,2,133.2
C00353,Mateo Ana Montenegro Arredondo,20,Vieja Niger,P123,Azitromicina,Antibiótico,03/09/2024,5,74.89
C00354,Adriana del Río,22,Nueva Australia,P273,Ranitidina,Antiácido,30/04/2025,3,10.31
C00355,Silvia Concepción Gaytán,59,San Gabriel los bajos,P359,Omeprazol,Antiácido,11/03/2025,5,52.47
C00356,David Noemí Nieves,24,Vieja Eritrea,P124,Glibenclamida,Antidiabético,01/04/2025,5,122.61
C00357,Reynaldo Huerta Salgado,28,San Dulce los bajos,P205,Cetirizina,Antihistamínico,21/03/2025,5,74.35
C00358,Mario Aparicio Alemán,59,Nueva Turquía,P216,Amoxicilina,Antibiótico,11/12/2024,5,108.96
C00359,Mtro. Isabel Cuellar,19,San Adriana de la Montaña,P348,Calcio,Suplemento,15/09/2024,3,16.32
C00360,Felipe Noelia Anguiano Arreola,87,Vieja Paraguay,P469,Paracetamol,Analgésico,13/12/2024,3,174.31
C00361,José María Posada Garibay,46,San Verónica los altos,P192,Cetirizina,Antihistamínico,29/06/2024,3,183.61
C00362,Reina Bernal,83,Nueva Bélgica,P035,Vitamina C,Suplemento,29/06/2024,1,168.08
C00363,Berta Mercado,38,Nueva República Checa,P417,Ciprofloxacino,Antibiótico,16/10/2024,5,112.23
C00364,Juana Jacinto Cazares Amaya,46,San Cristian de la Montaña,P198,Azitromicina,Antibiótico,09/01/2025,2,49.24
C00365,Felix Lucero,75,San Felix de la Montaña,P309,Ciprofloxacino,Antibiótico,07/03/2025,2,104.35
C00366,Estefanía Irma Sánchez,51,Nueva Micronesia,P380,Desloratadina,Antihistamínico,06/12/2024,2,14.23
C00367,Dr. María Elena Granado,89,Nueva Serbia,P030,Metformina,Antidiabético,23/02/2025,4,91.56
C00368,Sr(a). Lilia Maestas,79,San Uriel los bajos,P272,Pioglitazona,Antidiabético,18/10/2024,5,30.27
C00369,Catalina Tomás Anguiano,83,San Karla de la Montaña,P406,Paracetamol,Analgésico,25/04/2025,3,77.43
C00370,Joaquín Mares Casas,52,Vieja Vietman,P218,Omeprazol,Antiácido,11/09/2024,2,77.4
C00371,Diego Liliana Noriega Mora,85,San Clara los bajos,P240,Ibuprofeno,Analgésico,04/11/2024,1,149.53
C00372,Estela Juana Ramón Gil,54,San Salma los bajos,P265,Azitromicina,Antibiótico,08/01/2025,5,27.83
C00373,Karla Aldo Partida,48,Vieja Tonga,P013,Pioglitazona,Antidiabético,17/04/2025,5,19.4
C00374,Isabela Luis Naranjo Castañeda,58,San José Eduardo los altos,P247,Cetirizina,Antihistamínico,26/07/2024,4,47.85
C00375,Sr(a). Elsa Almonte,66,Vieja República Democrática del Congo,P257,Pantoprazol,Antiácido,07/08/2024,4,195.81
C00376,Ing. Marisela Vela,59,Nueva Montenegro,P350,Azitromicina,Antibiótico,17/01/2025,1,59.54
C00377,Rosalia Escobar Zelaya,39,San Reina los altos,P285,Azitromicina,Antibiótico,13/08/2024,1,17.61
C00378,Luis Miguel Villa Terán,37,San Clara los bajos,P498,Diclofenaco,Analgésico,15/11/2024,2,86.12
C00379,Carlota Ochoa Alonso,63,Nueva Camerún,P045,Metformina,Antidiabético,29/01/2025,3,20.93
C00380,Cristina Calderón,22,San Micaela de la Montaña,P150,Paracetamol,Analgésico,04/08/2024,1,73.37
C00381,Hernán Alejandra Sierra,87,San Andrés los bajos,P430,Ranitidina,Antiácido,08/09/2024,2,88.71
C00382,Itzel Uriel Mora,38,San Elvia los bajos,P456,Desloratadina,Antihistamínico,24/06/2024,3,52.47
C00383,Ramiro Godoy,59,San Espartaco de la Montaña,P291,Ranitidina,Antiácido,01/01/2025,5,47.85
C00384,Bernabé Sessa Mireles,53,Vieja Madagascar,P231,Cefalexina,Antibiótico,15/11/2024,5,178.71
C00385,Mateo Mauricio Gómez Gollum,33,San Norma los bajos,P185,Ranitidina,Antiácido,19/01/2025,1,117.17
C00386,Úrsula Angélica Gallegos,61,San Zoé los bajos,P028,Cefalexina,Antibiótico,20/05/2025,2,88.15
C00387,Hilda Galván,29,Nueva México,P116,Calcio,Suplemento,14/03/2025,2,160.14
C00388,Jorge Martha Báez Riojas,58,San Claudio de la Montaña,P275,Paracetamol,Analgésico,04/11/2024,4,74.61
C00389,Ing. Guillermina Venegas,80,Vieja Libia,P296,Ibuprofeno,Analgésico,31/07/2024,2,193.25
C00390,Dr. Noelia Bravo,40,Nueva Alemania,P066,Ibuprofeno,Analgésico,08/07/2024,5,92.55
C00391,Mtro. Leonardo Osorio,49,Nueva Panamá,P056,Loratadina,Antihistamínico,02/05/2025,4,24.14
C00392,Karina Mauricio Vera,43,Vieja Singapur,P013,Amoxicilina,Antibiótico,15/12/2024,3,195.91
C00393,Dr. Humberto Esquivel,79,San Guillermina de la Montaña,P349,Naproxeno,Analgésico,26/12/2024,3,20.6
C00394,Jaqueline Beatriz Segovia,48,Nueva Finlandia,P264,Desloratadina,Antihistamínico,16/03/2025,4,68.11
C00395,Daniel Federico Zapata,72,San Guadalupe de la Montaña,P207,Desloratadina,Antihistamínico,22/02/2025,1,163.47
C00396,Ramiro Gabriela Aguilera,32,San Ana María de la Montaña,P436,Lansoprazol,Antiácido,15/06/2024,2,156.61
C00397,Andrés Cepeda,47,San Esmeralda los bajos,P194,Calcio,Suplemento,13/12/2024,3,160.91
C00398,Esmeralda Delia Pabón Maldonado,81,Vieja Colombia,P463,Calcio,Suplemento,10/02/2025,5,63.28
C00399,Olga Marroquín Valdés,42,San Linda los altos,P370,Cefalexina,Antibiótico,14/11/2024,4,89.94
C00400,Alta  Gracia Acuña,42,San René los bajos,P378,Sitagliptina,Antidiabético,05/04/2025,5,44.51
C00401,Rodrigo Wilfrido Negrete Salazar,67,San Alberto los bajos,P412,Paracetamol,Analgésico,13/01/2025,1,48.79
C00402,Sofía Solorio Orta,86,San Ignacio de la Montaña,P425,Loratadina,Antihistamínico,21/01/2025,5,44.2
C00403,Celia Montoya Burgos,82,Nueva Santa Lucía,P154,Fexofenadina,Antihistamínico,30/01/2025,3,110.78
C00404,Flavio Arcelia Godínez Calvillo,50,San Citlali los altos,P301,Amoxicilina,Antibiótico,09/05/2025,3,77.46
C00405,Flavio Eduardo Ornelas,38,Vieja Angola,P484,Loratadina,Antihistamínico,26/08/2024,5,94.31
C00406,José Carlos Bernabé Sáenz Botello,58,San Abigail los altos,P222,Amoxicilina,Antibiótico,28/08/2024,4,98.96
C00407,Ana Luisa Zaragoza Longoria,52,Vieja Marruecos,P145,Metformina,Antidiabético,18/10/2024,3,19.38
C00408,Armando Valencia,45,Nueva India,P119,Naproxeno,Analgésico,12/06/2024,5,166.8
C00409,Soledad Marroquín Ulloa,84,San Horacio los altos,P359,Cetirizina,Antihistamínico,02/06/2025,1,151.63
C00410,Ing. Paola Moya,60,Nueva Ghana,P097,Loratadina,Antihistamínico,16/03/2025,1,54.27
C00411,Lic. Rebeca Regalado,80,Vieja Omán,P164,Sitagliptina,Antidiabético,17/11/2024,2,90.6
C00412,Rufino Jasso,70,Vieja Botswana,P196,Omeprazol,Antiácido,16/06/2024,5,187.98
C00413,Amelia Benjamín Mayorga,22,Vieja Singapur,P060,Metformina,Antidiabético,18/12/2024,3,135.94
C00414,Dr. Timoteo Benavides,61,Nueva Países Bajos,P233,Cefalexina,Antibiótico,22/05/2025,2,19.41
C00415,Carla Noelia Verdugo,84,San Eugenia de la Montaña,P381,Metformina,Antidiabético,28/05/2025,4,92.14
C00416,Rocío Pamela Espino,45,San Guadalupe de la Montaña,P443,Vitamina C,Suplemento,06/02/2025,1,28.48
C00417,Dr. Socorro Sáenz,89,Vieja Venezuela,P191,Amoxicilina,Antibiótico,31/08/2024,2,173.98
C00418,Lic. Timoteo Flores,49,San Yolanda los bajos,P444,Amoxicilina,Antibiótico,19/01/2025,2,145.64
C00419,Elvira Robledo Espino,84,San Benjamín los bajos,P011,Ranitidina,Antiácido,28/01/2025,1,136.67
C00420,Lic. Amador Valenzuela,88,Nueva República de Moldova,P160,Sitagliptina,Antidiabético,26/09/2024,4,176.08
C00421,Eduardo Ofelia Salas Chacón,75,San Rosa los altos,P447,Loratadina,Antihistamínico,17/09/2024,3,176.16
C00422,Leonel de la Torre,39,San Anel los altos,P170,Omeprazol,Antiácido,01/04/2025,1,41.67
C00423,Beatriz Amanda Muñoz,70,San Guadalupe los altos,P476,Amoxicilina,Antibiótico,01/04/2025,2,69.18
C00424,Sr(a). Cristobal Cabán,19,San Patricia de la Montaña,P469,Fexofenadina,Antihistamínico,22/01/2025,5,86.7
C00425,Miguel Ángel Alfonso García Ojeda,53,San Eva los bajos,P194,Sitagliptina,Antidiabético,01/02/2025,5,155.13
C00426,Cristian Almaraz,31,San Perla los bajos,P493,Fexofenadina,Antihistamínico,04/05/2025,1,63.12
C00427,Hermelinda Hernández,47,Vieja Kiribati,P036,Calcio,Suplemento,07/02/2025,3,124.61
C00428,Sr(a). Teresa Almanza,70,Nueva Ecuador,P112,Magnesio,Suplemento,02/04/2025,4,91.86
C00429,Natalia Tafoya Riojas,85,Vieja Islas Salomón,P121,Fexofenadina,Antihistamínico,10/05/2025,1,70.88
C00430,Susana Nancy Cazares,18,Nueva Granada,P091,Pantoprazol,Antiácido,11/04/2025,1,148.67
C00431,Mauricio Porfirio Correa Ojeda,43,Nueva República Dominicana,P173,Desloratadina,Antihistamínico,21/06/2024,3,47.42
C00432,Lic. María del Carmen Abrego,73,Nueva Ucrania,P232,Loratadina,Antihistamínico,20/07/2024,4,161.68
C00433,Javier Pérez,28,San Fidel los altos,P203,Magnesio,Suplemento,09/01/2025,2,112.91
